X1_FCVC,X2_NCP,X3_CH2O,X4_FAF,X5_TUE
1.771693,1.890213,2,0,1.36595
1.57223,1.888067,2,0,0.552498
2,3,2,0.973114,1.540298
2,2.256119,1.142873,0.807076,1.611271
2,3,2.020424,0,1
2,2.6648,1.810738,0.80989,1
2.661556,3,3,0.55181,0.658783
2,3,1.18423,0.155579,0.453404
2,3,2.879402,0,0.322405
3,3,1.699971,1.727114,1
2.097373,2.547086,1.538626,1,0.761898
2.061461,2.812283,3,0.362441,0.78519
1.317729,2.278652,2,1.80674,1.93977
1.882235,1.240046,2,0,1.541493
2.951591,3,2.971557,0,0.947192
2.067817,3,1.082084,0,1.922364
2.54527,3,2.269564,0.503122,1
2,1.660768,2.482294,0.891205,0
2,2.597608,2,0,0.434198
2,3,2,1,0
2.694281,3,2.653831,1.96582,0.891189
2,3,2,0.826609,2
2.821977,2.044035,1.954968,1,0.854536
2,3,1,0,1.48189
2,2.038373,2,2.70825,1.506576
2,1,1,0.262171,0
2,1,1,0.740633,0
2,1.474836,2,0.274838,0.613902
2.252472,3.986652,2,0.934286,0.890626
2,2.720642,1.5197,0.279375,1.043435
2,1.976744,1.628997,0.880584,1.127675
3,3,2.981604,0,0
2.033745,3,1.517225,0,1.517897
3,2.679724,1.999737,1.747347,0.681773
2.595128,1.619796,1.642251,0.662831,0.999268
2.759286,2.59257,2.549617,1.427233,0.519395
2,1.546665,3,1,0
3,3.339914,2,1,1
3,3.884861,2,1,1
1.925064,2.358298,2.774043,0,0.133566
2,3,1.774778,0.943266,0
2,3,2.802498,1,0.41758
2.846981,3,2.87781,1,0.429081
2.650629,1,1.708083,1.876051,0.938791
3,1.802305,2,0.390877,0
2,3,3,1.072318,0.651904
2,2.7976,2.991671,2.148738,0
2.631565,2.627173,2.253422,2.690756,0.845774
2,1,2,1.472172,0
2.522399,1.032887,2.397653,2.358699,0.440087
3,3.014808,2,1.997529,1
2,2.271734,2.629043,1,0.075823
2.784471,2.122545,2.984153,2.164472,0.203978
1.650505,3,2,1.73234,1
1.961347,3,2,1.655488,1
2.133955,2.902766,1.753464,1.729987,1
2.684528,1,1.05668,1.516147,0.084006
2.265973,2.687502,2,2.21722,0.648522
2,3,2.205911,1.293396,0
3,3,2,1.271667,0.155278
2,1.178708,1.791286,0.893362,0.276364
2,3,1.117464,1,0.663649
1.306844,2.279546,2,0,0.739609
2,2.677693,2.693978,0,0.688013
2.258795,3.53009,1.172186,0.678943,1
2,3,2.641642,0.285889,1.50301
2.689929,1.835543,1.718569,0.674348,0.707246
2.712747,2.853676,1.526313,1,0.173665
2.353603,2.337035,1.830614,0.706287,0
2.598051,3,1,0,0
1.718156,1.631184,2,0,0.306124
2,3,2,2.721646,1.269982
2,1.005391,2.001936,1,0
2.795086,3.250467,1.367876,0.022958,0
2,3,2,2.939733,1.692287
2.030256,2.948721,1.984323,0.986414,0.333673
2,1.80993,2.174835,0.340915,0.020153
2.493448,3,1.849997,0.954459,1.444532
2.442536,3,2.825629,3,0
2.003951,3,1.207978,1.916751,1.228995
1.34138,1.94671,2,0,0.975504
2,2.9796,1.964435,0.189957,1.73216
2,2.994198,2.747302,0,0.799756
2,3,2.13755,0,0.124977
2,1.894384,2,0,0
2.607335,3,2,0.451009,0.630866
3,3,1.507638,1.82434,1
2.061384,2.579291,1.909253,1,0.962468
2.696381,3,2.472964,1.856119,1
1.116068,2.449067,2,0.92635,1.97117
2.116432,3,1.002292,0,1.066708
3,3,2.147074,1.416076,1
2.031246,3,2.803002,1.98448,0.418623
2.938031,1.532833,1.931242,0.525002,0.371941
2,3,2,1,0
2.884212,3,3,2,0.8324
2,2.961706,2,1.661556,1.114716
2.444599,3,1.029798,0,0
2,1.152521,1.723159,1.39016,1.094941
2,1.104642,1,0,0.969097
2,1,1.639807,0.072117,0
2,1.729553,1.400247,0.887923,1.011983
3,3,2.994515,0,0
2.976975,1.346987,1.868349,0.702538,0.879333
2,1.977221,3,1,0
2.766036,2.443812,2.707927,0.702839,0.827439
1.096455,2.491315,2.450069,0,0.726118
2.129969,3,1.568035,0.870127,0
2.019674,2.843319,2.832004,1,0.608607
2.735297,2.157164,1.087166,0.110174,0.003695
3,3,2.503198,0,0
1.588782,2.601675,2.469469,1.736538,1.886855
2,1.171027,2.405172,2.300282,0
2.01054,2.77684,1.651548,0,0.790967
3,3.362758,2,2.892922,1
2,1.672706,2.766674,1,0.027093
2.689577,2.714115,2.279214,0.970661,0.828549
2.413156,2.521546,1.985312,0.00705,0.965464
2.923433,1.338033,1.944095,1.931829,1
3,3,2,2.040816,0.860321
2,3,2.035954,1.210736,0
2.882522,3,2.452986,1,0.746651
2,3,1.622638,0.033745,0.105895
1.973499,1.081805,2,0,0.464022
3,3.087119,2,1.403872,1
2.156065,2.909117,1.221281,0.503279,1.796136
2.992205,3,2.413813,0.458237,0.688293
2.944287,1.466393,2.442775,0.675262,0.779334
1.780746,1.471053,2,0.467562,0.568668
2.164062,2.983201,2.168904,0.752926,0
2,3,2,2.847761,1.413375
2,2.783336,2,2.536615,1.206535
2,1.863012,2.196471,1,0
2.247704,3.053598,1.919629,0.408023,0
2.011656,3.165837,1.844645,0.889963,0.395979
2,3,2,2.270555,1.343044
2,3,2,0.146919,2
2.03414,2.741413,1.996384,1.276552,1.019452
2.746408,1.058123,2.265727,0.885633,0.673408
2,2.997414,1.259454,0.935217,0.9976
2.1239,1.672958,2,1.582428,1.313363
2,1.680838,1.833635,0.281876,0.575848
2.332074,3,2.999495,2.405963,0.441502
2.748243,3.070386,1.962322,1.145752,1
2.303656,3,1.163111,1.926381,1.119877
1.904732,2.608416,1.204175,0,1.895312
1.979944,1.599464,2,0.17048,0.819475
2,2.815255,1.622214,0.463891,1.462664
2,2.395785,1.40077,0.788659,1.544357
2,3,2.056053,0,1
2.407817,2.844138,1.983649,0.868721,0.089354
2.734314,3,3,0.897702,0.908271
2,3,1.199517,0.047738,0.163329
2,3,2.386904,0.926201,1.34403
2.784383,3,2.165605,0.855973,0.839659
2.009952,2.716106,1.660614,1,0.60473
2.008656,1.402771,3,0.112383,0.32803
1.122127,2.865657,2,1.28775,1.944177
1.963965,1.836226,1.85537,0,1.667745
2.319776,2.884848,2.154898,0.325534,0.954216
1.899116,2.375026,1.39854,0,1.365793
2.042762,2.9774,1.522426,0.501417,1.029135
2.129668,2.693646,2.60669,1.170823,0.290898
2.182401,2.832018,2.456939,0.038809,0.524015
2,3,2,1,0
2.802696,3,2.978465,1.974656,0.936925
2,3,2,0.527341,2
2.492758,2.270163,1.992586,1.452467,0.864583
2.733129,3,1.302594,0,1.103349
2,2.646717,2,2.627515,1.358812
2,1,1.278578,0.02112,0
2,1.193729,1.846441,0.546402,0.235711
2,1.477581,1.995035,0.324676,0.51743
2.294067,3.209508,2,1.103088,1.261043
2,2.756622,1.606076,0.432973,1.749586
2.315932,2.658478,1.568476,0.949976,0.544899
3,3,2.166024,0,0
2.802128,3,1.744628,0,0.721167
2.79606,1.971472,1.921601,0.935217,0.704637
2.086898,1.818026,2.088929,0.305422,1.040787
2.333503,1.820779,2.559265,1.327193,0.481357
2,1.724887,3,1,0
3,3.129155,2,1.634134,1
3,3.856434,2,1.32417,1
1.653081,2.753418,2.192063,1.474937,0.518542
2.535315,3,1.146595,0.31381,0
2,3,2.976229,1,0.121992
2.765769,3,2.845134,1,0.42683
2.215464,2.116195,1.80996,1.910577,0.971746
3,2.049908,1.999882,1.637368,0.10724
2,3,3,1.04729,0.933802
2,1.044628,2.01051,2.805801,0
2.63165,2.98212,2.778587,2.667739,0.905181
2,1.009426,2.136398,1.060349,0
2.942154,2.667711,2.184768,1.524405,0.805008
3,3.000974,2,2.274248,1
2,2.698883,2.035104,0.598438,0.017016
2.716909,2.598079,2.90545,1.600431,0.176892
1.83746,3,2,1.194519,1.212762
1.936479,2.837388,2.159987,1.475772,0.646514
2.045027,2.946063,1.307563,1.442485,0.934493
2.760607,1,1.336378,1.898889,0.487375
2.09449,1.873484,2,2.079709,0.880414
2,2.473911,2.452789,0.932792,0
2.907062,3,2.740848,1.219827,0.037634
2,1.79558,1.855054,1.083572,0.218574
2.399531,2.623079,2.535127,1.030752,0.606264
1.521604,2.174968,2,0,0.632467
2,2.676148,2.083939,0.632164,0.993786
2.501683,3.394788,1.337378,0.932888,1
2,3,1.992548,0.039207,1.528714
2.76802,2.137068,1.873591,0.966973,0.691944
2.742796,2.937607,1.99467,1,0.023564
2.325623,1.313403,1.94609,0.604259,0
2.076689,3,1.026729,0.647798,0
3,3,3,2,2
2,3,2,2,1
2,1,2,0,0
3,1,2,0,0
1,1,2,0,2
2,3,2,0,1
2,3,3,0,1
2,3,2,0,1
2,3,2,0,0
2,3,3,3,2
3,1,3,2,1
3,3,1,3,2
3,3,1,2,0
2,3,3,0,0
2,3,1,1,1
3,3,1,0,0
3,1,2,2,0
2,3,2,0,0
2,3,3,1,0
2,3,3,3,2
3,1,3,3,1
3,3,3,3,0
3,1,3,1,2
2,3,1,0,0
2,3,3,1,0
2,1,2,1,0
2,3,2,2,0
2,1,2,0,0
2,3,3,1,2
1,3,1,0,1
2,3,3,0,1
2,3,1,0,0
2,1,2,1,2
3,3,1,0,1
3,3,2,1,0
2,3,3,1,1
2,1,2,2,0
2,3,2,0,1
2,3,1,0,0
2,3,3,1,0
2,1,2,1,2
3,3,2,2,0
1,3,1,0,0
2,3,1,1,0
2,1,2,0,2
2,3,2,1,0
2,3,3,3,0
3,3,2.045069,1.725931,1.619596
3,3,2.509147,2,1.564796
2.271306,3,1.771198,2,0.413752
2.33361,2.113575,2.504136,2.998981,1
2.13683,2.092179,1.505381,0,0
2,1,2,0,0
2.909853,1,2,1.308852,0
2.490507,2.974204,1.846754,0,0
1.063449,1,2,0,1.482016
2.699282,1,2.598632,0.292093,2
2,3,2.843675,1.309304,1.338655
2.4277,1.001633,3,1.172641,1
2.87599,1.2919,2.777712,0.432813,1
2.177243,3,2.715572,2.230109,0.070897
2,3,1.630528,0,0
2,3,2.287248,2.669179,1.237867
2,3,3,3,2
3,1,3,1.280924,1.77795
3,3,1,1.02975,1.350099
3,3,1.776991,1.757724,0
2,3,1.406115,0,0
2,3,1.530493,0.967627,1
2.846452,1.139317,1.459511,1.71807,0
2.19011,2.029858,2.348981,1.946907,0
2,3,2,0,0.105936
2,3,2.680292,1.549693,0.522259
2,3,3,3,2
2,2.977543,2.205977,2.698874,2
2.069267,1.476204,3,2.05252,0.092736
1.362441,2.57038,2.166228,2.232851,1.281141
2.09663,2.879541,2.432967,1.887012,0
2.928234,1.458507,2.777379,0.354541,1.707018
2,1.105617,1.372811,1.629432,0
2,3,1,0,0
2,3,3,0.669278,0.505266
2,1,2,0.827502,0
2,3,1.689793,1.464204,0
2,3,2.771469,2.359339,1.206251
2,1,2,0.026142,0
2,3,1.155384,0.003938,0.526999
2,1.854536,2.160169,1,2
2.496455,3,1.850344,1.066101,0.732265
1.70825,3,1,0.899864,1
2.262171,3,2.03415,0.317363,0.508663
2.740633,3,2.081005,0.650235,0.76906
2,3,1.608128,0.478134,0
2,3,2.715252,0,0.621605
2,1.08687,2.279124,1,1.609773
2,1.25535,2.497065,1,1.441605
1.081585,2.870661,1.11756,0,1.616826
2.587789,1.482103,1.911664,0,0.128681
2.252653,3,2.962371,1,0
2,3,3,0.732186,1
2,3,3,0.975187,1
2.036613,1.81698,1.93059,1.851404,0
2,2.582591,1.535134,1.88452,0
2,3,2,0,0.233314
2,3,2.102976,0,0
2,3,2.091934,0,0
2,2.164839,2.094479,1,0.676557
2,2.141839,2.939847,1,0.103056
2,2.877583,2.358038,0.877295,1.817146
2.609123,3,1.955053,1.186013,0
1.036159,3,1,0.344013,0.329367
1.851262,3,2.11267,0.388269,0
2,3,1.051735,1,0
2,2.95833,2,0,1.595306
2,2.119826,2,0,1.882539
2.501236,3,1.220331,0.245003,0.537202
2,3,3,1.783858,0
3,3,2.925029,2,1.758865
3,3,2.858171,1.813318,0.680215
2.031185,2.992606,2.852254,2.00123,0.36037
2.014194,2.050121,2.184707,2.000561,0.853891
2.028225,1.923607,1.798917,0,0
2,1,2,0.005405,0
2.81646,2.27374,1.722063,0,0
2.037585,1.418985,1.827351,0,0
1.853314,1.320768,2.135552,0.248034,1.727828
1.00876,1,2,0,0.585912
2,3,1.490613,0.654316,1
2,3,2.02127,1.814869,1.066603
2.103335,2.964024,3,0.632947,1
2,3,3,0.603638,0.969085
2.060922,2.933409,2.235282,0.380633,0.0026
2.058687,2.962004,2.010596,0.851059,0.630866
2,3,1.274774,0,0
2.533605,1.271624,1.893691,1.296535,0
2,3,3,3,2
2,3,3,3,2
2.457547,1.00061,3,1.361533,1
2.983851,1.068443,2.854161,1.103209,1
2.954996,3,1,2.091862,1.06053
2.061969,3,1.229171,2.392047,1.256119
3,3,1.163264,1.866023,1.604608
3,3,1.271178,1.944728,0
2,3,2.117346,0,0
2,3,2.952506,0,0
2,3,1.746197,0.455216,0.335158
2,3,1.249307,0.973465,1
2.450784,2.952821,1.335192,0.180276,0
2.972426,3,1.636326,0,0
2.467002,1.851088,2.104054,1.991565,0
2.934671,2.119682,2.041462,0.578074,0
2,2.970675,2,0,0.169294
2,2.966803,2,0,1.281541
2.903545,1.508685,2.450069,1.45473,0
2.043359,2.209314,2.785804,1.259613,0.669616
2,3,2.973729,2.491642,1.36595
2,3,2.988771,2.429923,1.978043
2.787589,1.114564,3,2.710338,0.572185
2.39728,2.036794,2.659419,1.062011,1.771135
2.150054,2.988539,2.768325,2.08515,0
2.977585,1.630506,2.839319,1.091474,0.889517
2.274491,1,2.2695,0.946461,1.73107
1.557287,1,2.371015,0.288032,2
2.152264,2.977999,1.513199,0,0
2,3,1.326165,0,0
2.08841,2.644692,2.773236,1.252472,0
2.180047,2.733077,2.77962,1.454129,0
2,1,2,0.876101,0
2,1,2,0.852446,0
2,3,2,0.067491,0.894105
2,3,2,1.579431,0.839862
1.826885,1,2,0,0.459274
1.754401,1,2,0,0.301909
2,2.427137,2.574073,1,2
2,3,3,0.788585,1.220029
1.524428,3,1.383831,0.130417,1
1.164062,3,1.157395,0,0.320851
2.123159,3,2.415343,0.295178,0.569852
2,3,2.745242,0,0.80898
2.259679,3,1.026143,0.268801,0.077818
2.044326,3,2.35818,0.349371,0
2,1.867836,2.438398,1,0.802305
2,1.548407,2.191401,1,1.676944
2.843456,2.937989,1.001995,0,1.554404
2.864776,3,1.876915,0.631565,0.186414
2.871137,3,2.627569,1,0
2.282803,3,2.104264,1,0
2,3,3,1,1.014808
2,3,3,0.767013,1
2.020502,1.237454,1.93142,1.967973,0
2.020785,1.169173,1.972551,1.903338,0
2,2.391753,2,0,1.119877
2,3,2,1.73209,0.048617
2,3,1.084442,0,0
2,3,1,0,0
2,2.475444,2.655795,1,0.169879
2,2.478794,2.967064,1,0.4346
2.407817,2.070033,1.796257,1.234483,0.178708
2.21498,2.282392,1.179942,1.771754,0.537659
2.737149,3,1.997195,1.352663,0.468483
1.899793,3,1.439962,0.9529,0.838847
2.274164,1.049534,1.358172,1.482411,0
1.897796,3,1.193039,0.011519,0
2.85916,3,1,1.020525,0.786066
2,3,1.039313,1,0
2,1.66338,2,0,1.865851
2,1.672751,2,0,1.946173
2.340405,3,1.655245,1.006884,0.548539
2.921576,3,1.003636,1.000227,0.905596
2,3,2.793505,2.21939,0.202902
2,3,2.401315,2.891986,0
3,3,2.110611,1.890907,1.58483
3,3,2.480277,1.796779,1.596562
3,3,2.224914,1.781589,1.59405
2.92711,3,2.151496,1.166064,1.509831
2.805533,3,1.882847,2,0.70778
2.902469,1.734762,2.600238,2.113992,0.584755
2.845961,1.92822,2.642273,2.999918,1
2.252698,2.475228,2.923856,2.165429,0.616045
2.02091,2.093831,1.506518,0,0
2.108163,1.231915,1.808127,0,0
1.518966,1,2,0,1.094046
2.260543,1.374791,1.947935,0,0.078607
2.522183,1.326982,1.872673,1.048507,0
2.186322,2.900915,2.471033,0.256113,0
2.76632,1.317884,1.889341,0.990642,0
2.071622,2.977909,1.468297,0,0
1.918251,1.355752,1.998108,0,1.382906
1.967061,1,2.548651,0.249264,1.516731
2.964419,1,2.977516,0.742113,2
2.640801,1.015488,2.022355,0.244749,0.289218
2,2.986172,2.364208,2.492402,1.632506
2,2.993623,2.326635,2.236586,1.529423
2.870152,1.001383,3,1.322558,1
2.482575,1.001542,3,1.751656,1
2.290095,2.590283,2.506296,0.312254,1
2.074843,1.773916,2.428271,0.035091,1
2.14128,2.989112,2.519841,2.11137,0.013483
2.334474,1.496776,2.776724,0.782416,0.167728
2,3,1.186996,0,0
2,2.994046,1.603549,1.335857,0
2,3,2.133469,1.030199,1.082838
2,3,2.183149,1.932386,0.212767
2,3,3,3,2
2,3,3,3,2
2.693859,1.000283,3,1.201403,1.612432
2.607747,1.000414,3,1.269169,1.460564
2.66889,3,1.172593,0.886448,1.252677
3,3,1,0.215187,1.195929
3,3,1.911379,1.911096,1.032392
2.921225,3,2.869439,0.181753,0.133523
2,3,1.572371,0,0
2,3,1.440629,0,0
1.492834,3,1.005367,0.922739,0.733221
1.220024,3,1.046254,0.520989,0.61599
2.667676,1.135278,1.399629,1.648883,0
2.569075,2.463113,1.567366,0.359134,0
2.949242,1.782109,2.210997,1.992719,0
2.104772,2.376374,2.218691,1.52184,0
2,2.976098,2,0,1.39322
2,2.968098,2,0,1.292476
2.871768,1.792695,2.691322,2.545707,0.903903
2.540949,1.116401,2.929123,2.787319,0.732881
2,3,2.530301,2.89118,1.287117
2,3,3,3,2
2,2.984523,2.263551,2.819661,2
2,2.978103,2.668261,2.462269,1.402414
2.222282,1.578751,2.791604,2.352091,0.317846
2.04516,1.874532,2.856521,2.005286,0.105408
2.094184,2.735706,2.257922,2.230547,0.195339
1.123672,1.014916,2.042078,1.846666,1.426103
2.049112,2.622055,2.280555,2.052896,0.896185
1.880534,2.806566,2.313245,2.146778,0.196084
1.203754,1.355354,2.765593,0.128342,1.659476
2.73691,1.478334,2.677409,0.065264,0.40699
2.736628,1.130751,1.385175,1.666965,0
2,1.099151,1.687611,1.874662,0
2,3,1,0,0
2,3,1.095134,0,0
2,3,3,0.413643,0.920858
2,3,3,0.884935,0.12228
2,1,2,0.057758,0
2,1,2,0.389717,0
2,3,1.618189,0.571648,0
2.121909,3,2.500556,1.20758,0
2,3,2.714091,2.64102,1.224737
2,3,2.697661,2.614909,1.229474
2,1,2,0.402614,0
2,1,2,0.011477,0
2,3,2.290368,0.001086,0.544128
2,3,1.025275,0.00203,0.175587
2,2.358455,2.515765,0.98232,1.157466
2,1.706551,2.039514,1,2
2.642744,3,1.904054,1.645654,0.363549
2.387426,3,1.77962,0.743005,0.920162
1.996638,3,1.033199,0.584793,0.518297
2.107854,3,1.383894,1.030526,0.831412
2.253707,3,2.524432,0.58216,0.175694
2.393837,3,2.01499,0.978815,0.41322
2.348745,3,2.096751,0.544564,0.67688
2.312825,3,2.073497,0.614466,0.579541
2,3,1.234943,0.008368,0
2,3,1.613829,1.251665,0
2.490776,3,2.654517,0.112454,0.756339
2.078082,3,2.895614,0.06275,0.261793
2,1.24884,2.416213,1,1.546738
2,1.250548,2.121176,1,0.741069
2,1.202179,2.36293,1,1.47574
2,1.194815,2.434832,1,1.541455
2.805512,2.880817,1.001307,0,1.376597
1.276858,2.918124,1.403784,0.552511,1.560402
2.396265,1.073421,1.979833,0.022598,0.061282
2.663866,1.416309,2.379275,0.256323,0.598244
2.685484,3,2.649459,1,0
2.055209,3,2.885852,0.903369,0.14451
2,2.18162,2.325091,0.891444,1.223661
2,2.152733,2.53369,0.917563,1.285838
2,3,3,0.743593,1
2,3,3,0.987591,1.914531
2.025479,1.046144,1.941224,1.983265,0
2.002564,1.974233,1.935398,1.649299,0
2,2.880794,1.61837,0.120165,0
2,2.765213,1.551266,1.350001,0
2,2.967089,2,0,0.467048
2,3,2,0,0.931721
2,3,1.440526,0,0
2,3,1.759803,0,0
2,3,2.090413,0,0
2,3,2.806922,0,0
2,2.37985,2.616138,1,0.652485
2,2.655265,2.297896,1,0.552665
2,1.941307,2.708168,1,1.425852
2,1.709546,2.530157,1,0.6454
2.385502,2.883984,2.140544,1.144876,1.767468
2.465575,2.935381,2.480555,1.00183,1.670313
2.818502,3,1.991251,1.492967,0
2.081238,3,1.18363,1.17177,0
1.368978,3,1.953152,0.104707,0.22183
1.712848,3,1.162153,0.458981,0.885532
1.3307,3,1.880967,0.322013,0
1.961069,3,2.652327,0.56931,0.319008
2.976509,3,1.022705,1.02569,0.313016
2.319648,3,1.107164,0.692123,0.30402
2,2.961192,2.623344,0.981686,1.35537
2,2.973476,2,0,1.331527
2,2.392811,2,0,1.80931
2,1.293342,2,0,1.917679
1.261288,2.930044,1.166655,0.133398,0.95174
2.76533,3,1.048584,0.192559,0.720411
2,3,3,2.2405,0
2,3,2.15157,1.605983,0
1,3,2,0,0
3,4,1,2,0
2,3,1,1,0
2,3,2,0,0
2,3,2,0,1
3,3,3,2,0
3,3,3,0,2
2,3,2,2,1
2,1,1,1,0
3,1,1,0,0
3,1,1,0,2
2.317734,3,2.152736,0,1.108145
1.588114,3,2.115967,1.541072,0
2.549782,3.985442,1,1.976582,0
2.795086,2.129909,1,1.989316,0
2.206276,3,1.813082,1.94984,0
2,3,1.984323,0.793262,0
2.18354,3,2.277937,0.68183,0
2.962415,3,2.172649,1.097905,0
2.442536,3,2.174371,0,1.928972
1.99124,3,2,0,0.292956
3,3,3,0.691369,1.415536
2.408561,3,2.851904,1.320065,0
2.758394,3,2.174248,1.079524,1.358163
2.956297,3,1.2751,0.901924,1.875023
1.369529,3,2,1.596576,0.0026
1.392665,3,2,1.097983,0.630866
2,2.831771,1.725226,0.356288,0
2.630401,1,1,0.245354,0.315261
3,2.595126,2.054072,0.835271,0
3,2.52751,1.645338,1.025438,0
3,2.120936,1,1.543386,0.890213
2.869778,1.468948,1.656082,0,1.444033
1.868212,3,2.023328,0,0.613992
1.108663,3,2,1.230219,0.001716
2.907744,3.990925,1,1.99975,0
2.95801,2.834253,1,1.999886,0
2.197261,3,1.11184,0.906843,0.976473
2.048962,3,2.822871,1.066169,0
2.139196,3,2.04843,0.368026,0.360986
2.72989,3,2.030084,0.592607,0.754417
2,3,2,1.399183,1
1.994679,3,2,0.966617,0.739006
2.403421,3,2.490613,2,0.707768
3,3,3,1.110215,0.396352
2.758394,3,2.161303,0.428173,0.716327
2.964319,3,2.377257,0.614959,1.875023
1.617093,3,2,1.818052,0.631825
1.631144,3,2,1.593183,0.86374
2.317459,3.734323,1,1.628637,0
2.501224,2.049565,1,1.746583,0
3,2.272214,1.555534,0.348839,0
3,2.218285,1.340117,0.428259,0
3,1.418833,1,1.19102,1.384186
2.983042,1.109956,1.430444,0,1.690901
2.323351,3,2.165048,0,1.493716
1.428289,3,2.117733,0.485322,0.696948
1.992889,3,2.141271,1.121038,0
1.562804,3,2.075493,1.553734,0.000436
1.794825,3.914454,1.972016,0.668963,0
2.305349,3.169089,1.02161,0.908981,0
2.576449,2.419656,1,1.982379,0
2.754645,2.175432,1.541733,0.358709,1.0739
2.633855,3,1.619305,1.847802,0.424612
2.200588,3,1.295697,1.058378,0
2.499108,3,2.040952,0.838739,0.489854
2.05687,3,2.358088,0.093418,1.759954
2.247795,3,2.816015,0.712726,0
2.239634,3,2.684264,0.979306,0
2.09283,3,2.077704,0.598655,0
2.9673,3,2.530035,1.045107,0.947866
2.225731,3,2.154326,1.266866,0.390178
2.178308,3,2.165804,1.420675,1.875683
2.065752,3,2.078297,0,0.677354
2.263245,3,2.092509,0,1.836853
2.443538,3,2.939492,1.208142,0.738935
2.744994,3,2.478838,0.684487,0.677909
2.630137,2.806298,1.970508,1.304291,0
2.113843,3,2.316069,1.804157,0.357314
2.821727,3,2.173279,1.096556,0.232858
2.312528,3,2.208068,1.07672,1.035711
2.938801,3,1.478994,0.946763,1.360463
2.050619,3,1.515183,0.849811,0.261901
1.457758,3,2.020249,1.556709,0.00133
2.19331,3,2.089983,1.360994,0.857438
2.028571,3,2.530428,1.31257,0.066805
1.455602,3,2.363307,1.144683,0.101026
2.177896,2.987652,1.745095,0.656548,0
2.252382,2.842848,1.879381,0.919388,0
2.668949,1.134321,1.279443,0.11243,1.135503
2.723953,1.924168,1,1.622055,0.069367
3,2.701689,2.738485,0.992253,0
2.736298,2.992903,2.045561,0.854957,0.428452
2.722161,2.658837,2.375707,1.299469,0
2.971574,2.80742,1.962646,1.583832,0.504816
2.871016,1.834472,1.016585,0.236168,0.974939
2.96405,2.123138,1,1.699181,0.620465
2.653721,1.265463,1.368457,0.218356,0.768071
2.859097,1.340361,1.530508,0.174475,1.261705
1.572036,3,2.003563,0,0.340196
1.387489,3,2.017712,0,0.731257
2.941929,3.989492,1.014135,1.958694,0.687342
2.973569,2.650088,1.003063,1.981154,0.157007
2.041376,3,1.120213,1.05545,0
2.02472,3,1.800335,1.196368,0
2.133964,3,2.008361,0.202029,0.200516
2.702457,3,2.005194,0.325313,0.419055
1.760038,3,2.003531,1.089061,0.072264
1.996646,3,2,1.600536,0.739684
2.644094,3,2.740525,2,0.500936
2.475892,3,2.949356,1.866839,0.100048
2.941627,3,2.318134,0.582686,1.588046
2.998441,3,2.462916,0.554646,1.99219
2.397284,2.89292,1.983973,1.859667,0.0026
2.382705,2.938902,1.999278,1.686229,0.630866
2.176317,2.986637,1.015672,0.94141,0
2,2.701521,1.142644,0.514225,0
3,2.014671,1.292786,0.145687,0
3,1.971659,1.179254,0.178856,0
2.877743,1.311797,1.000463,0.182249,1.4312
3,1.262831,1,0.883171,1.382995
2.303041,3,2.065817,0,0.725222
2.323003,3,2.155558,0,1.251554
1.99953,3,2.111908,1.453042,0.849503
1.585183,3,2.101841,1.543961,0.000073
2.281963,3.770379,1,1.330519,0
2.561638,2.87747,1,1.980401,0
2.600217,2.175153,1,1.985536,0
2.79166,2.13229,1.254589,0.652736,1.040713
2.08868,3,1.520215,1.857351,0
2.206119,3,1.483856,1.113169,0
2.328469,3,2.001208,0.800487,0.176678
2.002784,3,2.292906,1.034031,0
1.975675,3,2.357969,0.704236,0.010721
2.002076,3,2.338373,0.897562,0.081156
2.218599,3,2.104337,0.766007,0.262118
2.9673,3,2.530035,0.955317,1.339232
2.392179,3,2.16467,1.079934,1.073026
2.381164,3,2.170225,1.211048,1.89933
2.008245,3,2.040137,0,0.474216
2.155182,3,2.049079,0,1.74992
2.969233,3,2.807984,0.982134,1.191998
2.765063,3,2.867206,0.706777,0.677909
2.630137,3,2.960088,1.356468,0
2.195964,3,2.514872,1.664722,0.127673
2.619987,3,2.194746,1.076926,1.090995
2.918113,3,2.240463,1.076248,1.480875
2.889485,3,1.279771,0.941424,0.008343
2.939727,3,1.344122,0.923428,1.432336
1.264234,3,2,1.333435,0.002168
1.517912,3,2.038958,1.590255,0.00164
2.23372,2.993634,2.028368,0.863158,0.449886
1.475906,2.999346,2.01943,1.046878,0.460866
2.032883,2.976211,1.726109,0.477855,0
2.046651,2.842035,1.732072,0.584272,0
2.667229,1.09749,1.225958,0.206954,1.003011
2.819934,1.91863,1,1.39302,0.553311
3,2.510135,1.693362,0.769709,0
2.954417,2.65772,2.104696,0.870056,0
2.826251,2.604998,1.842173,1.284798,0
3,2.567567,2.011023,0.916478,0
2.95841,2.434347,1,1.930033,0.754023
2.935157,1.845858,1,1.089891,0.715993
2.870895,1.627555,1.375728,0.210181,1.163117
2.869833,1.569176,1.533682,0.167943,1.368262
1.878251,3,2.022933,0,0.325445
1.750809,3,2.002871,0,0.114457
1.168856,3,2.013205,1.246223,0.00159
1.443674,3,2.002194,1.386151,0.001337
2.826036,2.371658,1,1.996487,0
2.9553,2.378211,1,1.738267,0.394533
2.774562,2.301129,1,1.621733,0.138314
2.772027,2.454432,1,0.858554,0.051268
